Date,SBUX,FB,WMT,DIS,GME
2021-02-26,108.03,257.62,129.92,189.04,101.74
2021-02-25,103.47,254.69,131.95,190.98,108.73
2021-02-24,104.38,264.31,133.21,197.51,91.71
2021-02-23,101.37,265.855,135.47,197.09,44.97
2021-02-22,101.81,260.33,137.69,191.76,46.0
2021-02-19,103.37,261.56,138.34,183.65,40.59
2021-02-18,104.97,269.39,137.66,183.0,40.69
2021-02-17,104.44,273.57,147.2,186.44,45.94
2021-02-16,105.7,273.97,145.66,186.35,49.51
2021-02-12,104.85,270.5,144.47,187.67,52.4
2021-02-11,105.41,270.39,144.02,190.91,51.1
2021-02-10,105.42,271.87,144.13,189.63,51.2
2021-02-09,105.77,269.45,145.83,188.21,50.31
2021-02-08,105.81,266.58,145.03,190.0,60.0
2021-02-05,106.03,268.1,144.36,181.16,63.77
2021-02-04,103.2,266.49,142.53,180.23,53.5
2021-02-03,100.59,266.65,141.2,176.43,92.41
2021-02-02,101.22,267.08,140.77,176.96,90.0
2021-02-01,98.162,262.01,139.27,170.97,225.0
2021-01-29,96.4,258.33,140.49,168.17,325.0
2021-01-28,97.734,265.0,143.75,171.88,193.6
2021-01-27,97.455,272.14,143.84,163.03,347.51
2021-01-26,104.25,282.05,147.51,169.56,147.98
2021-01-25,103.01,278.01,146.2,171.89,76.79
2021-01-22,103.47,274.5,146.33,172.78,65.01
2021-01-21,104.14,272.87,144.85,171.28,43.03
2021-01-20,105.01,267.48,145.51,173.64,39.12
2021-01-19,102.11,261.1,143.39,172.26,39.36
2021-01-15,101.9,251.36,144.64,171.44,35.5
2021-01-14,101.39,245.64,146.97,173.43,39.91
2021-01-13,102.45,251.64,147.45,176.12,31.4
2021-01-12,102.38,251.09,148.97,175.99,19.95
2021-01-11,104.16,256.84,147.29,179.09,19.94
2021-01-08,105.22,267.57,146.63,178.69,17.69
2021-01-07,102.91,268.74,146.65,178.58,18.08
2021-01-06,103.75,263.31,146.66,179.12,18.36
2021-01-05,103.0,270.97,145.75,178.44,17.37
2021-01-04,102.66,268.94,146.53,177.68,17.25
2020-12-31,106.53,273.16,144.15,181.18,18.84
2020-12-30,105.52,271.87,144.18,181.17,19.26
2020-12-29,105.18,276.78,144.3,177.3,19.38
2020-12-28,103.9,277.0,145.22,178.86,20.99
2020-12-24,101.58,267.4,143.5,173.73,20.15
2020-12-23,101.63,268.11,143.22,173.55,20.57
2020-12-22,101.98,267.09,144.2,170.45,19.46
2020-12-21,102.5,272.79,145.97,170.69,15.53
2020-12-18,102.84,276.4,145.95,172.89,15.63
2020-12-17,102.77,274.48,146.1,173.55,14.83
2020-12-16,102.83,275.67,145.43,173.12,13.85
2020-12-15,103.74,275.55,145.58,173.94,13.85
2020-12-14,102.88,274.19,145.65,169.3,12.72
2020-12-11,102.56,273.55,147.0,175.72,13.31
2020-12-10,104.94,277.12,147.04,154.69,14.12
2020-12-09,99.97,277.92,147.73,154.43,13.66
2020-12-08,100.78,283.4,148.91,153.72,16.94
2020-12-07,100.98,285.58,147.57,153.68,16.35
2020-12-04,101.85,279.7,148.37,154.14,16.9
2020-12-03,99.69,281.85,148.76,153.24,16.12
2020-12-02,98.491,287.52,149.97,153.61,16.58
2020-12-01,98.401,286.55,152.08,149.44,15.8
2020-11-30,97.604,276.97,152.23,148.01,16.56
2020-11-27,98.242,277.81,151.05,147.13,16.08
2020-11-25,97.784,275.59,151.28,149.09,14.75
2020-11-24,97.883,276.92,150.81,151.49,13.67
2020-11-23,96.469,268.43,150.38,145.98,13.9
2020-11-20,96.599,269.7,149.69,141.07,12.71
2020-11-19,97.346,272.94,151.57,141.72,12.46
2020-11-18,97.495,271.97,148.55,143.9,11.57
2020-11-17,98.182,275.0,148.83,144.5,11.63
2020-11-16,97.365,278.96,151.88,144.67,12.06
2020-11-13,95.155,276.95,149.99,138.36,11.01
2020-11-12,93.133,275.08,147.69,135.52,11.13
2020-11-11,94.637,276.48,147.44,137.82,11.75
2020-11-10,93.522,272.43,145.03,142.11,11.1
2020-11-09,95.025,278.77,143.02,142.59,11.49
2020-11-06,89.843,293.41,145.24,127.46,11.86
2020-11-05,89.813,294.68,142.95,126.96,11.45
2020-11-04,88.99,287.38,141.44,125.07,10.91
2020-11-03,87.602,265.3,142.26,124.02,11.57
2020-11-02,85.204,261.36,139.89,120.13,10.75
2020-10-30,86.185,263.11,138.24,121.25,10.47
2020-10-29,87.513,280.83,139.41,121.54,11.73
2020-10-28,86.393,267.67,139.53,118.47,11.82
2020-10-27,89.247,283.29,142.35,123.31,12.69
2020-10-26,88.861,277.11,141.64,124.06,13.45
2020-10-23,89.991,284.79,143.33,128.35,15.0
2020-10-22,88.564,278.12,143.03,127.56,14.91
2020-10-21,87.484,278.73,143.87,126.63,14.1
2020-10-20,87.722,267.56,143.38,124.95,13.86
2020-10-19,86.819,261.4,142.43,124.23,13.91
2020-10-16,87.731,265.93,144.18,126.81,13.31
2020-10-15,88.038,266.72,144.0,127.36,13.83
2020-10-14,88.514,271.82,143.42,126.59,12.25
2020-10-13,89.357,276.14,145.7,128.96,11.88
2020-10-12,89.971,275.75,143.72,124.97,11.8
2020-10-09,89.208,264.45,142.26,124.98,12.02
2020-10-08,88.732,263.76,140.85,123.09,13.49
2020-10-07,87.662,258.12,140.38,122.91,9.36
2020-10-06,86.235,258.66,140.12,120.93,9.13
2020-10-05,87.682,264.65,141.28,123.37,9.46
2020-10-02,85.799,259.94,139.99,122.55,9.39
2020-10-01,85.967,266.63,142.56,123.31,9.77
2020-09-30,85.154,261.9,139.4,124.08,10.2
2020-09-29,84.044,261.79,136.64,125.4,10.35
2020-09-28,85.303,256.82,136.75,125.99,10.09
2020-09-25,83.548,254.82,136.77,124.0,10.02
2020-09-24,82.3,249.53,136.2,122.49,9.14
2020-09-23,82.25,249.02,135.49,123.28,10.04
2020-09-22,83.202,254.75,137.81,127.21,10.56
2020-09-21,83.142,248.15,136.57,125.41,8.75
2020-09-18,84.193,252.53,134.8,128.63,9.47
2020-09-17,85.977,254.82,136.19,130.22,9.2
2020-09-16,87.592,263.52,135.76,132.09,8.68
2020-09-15,86.928,272.42,136.86,131.24,7.09
2020-09-14,85.857,266.15,136.82,131.25,6.91
2020-09-11,84.51,266.61,136.2,131.75,6.09
2020-09-10,84.124,268.09,136.31,133.22,6.23
2020-09-09,85.095,273.72,139.38,133.36,7.35
2020-09-08,84.649,271.16,137.95,134.2,7.7
2020-09-04,85.501,282.73,142.31,131.99,7.65
2020-09-03,85.709,291.12,144.01,133.24,7.82
2020-09-02,87.562,302.5,147.14,135.39,7.71
2020-09-01,85.283,295.44,147.05,133.55,7.65
2020-08-31,83.718,293.2,138.34,131.87,6.68
2020-08-28,84.242,293.66,139.79,135.54,5.39
2020-08-27,82.667,293.22,136.13,133.73,5.25
2020-08-26,81.675,303.91,130.22,132.18,5.11
2020-08-25,81.983,280.82,130.15,129.79,4.98
2020-08-24,77.979,271.39,130.85,130.69,4.87
2020-08-21,76.383,267.01,131.15,127.44,5.03
2020-08-20,76.532,269.01,130.09,128.12,4.61
2020-08-19,76.938,262.59,131.93,127.77,4.72
2020-08-18,78.286,262.34,134.22,128.92,4.81
2020-08-17,78.246,261.16,135.11,129.37,4.63
2020-08-14,77.671,261.24,132.12,130.53,4.75
2020-08-13,78.316,261.3,131.37,130.96,4.64
2020-08-12,78.583,259.89,130.87,131.79,4.52
2020-08-11,78.167,256.13,129.2,130.49,4.35
2020-08-10,76.779,263.0,130.86,128.79,4.33
2020-08-07,75.114,268.44,128.97,129.93,4.16
2020-08-06,74.986,265.28,128.35,130.82,4.43
2020-08-05,74.698,249.12,128.81,127.61,4.63
2020-08-04,74.058,249.83,130.62,117.29,4.43
2020-08-03,74.423,251.96,128.3,116.35,4.15
2020-07-31,75.438,253.67,128.4,116.94,4.01
2020-07-30,75.545,234.5,129.12,115.66,4.1
2020-07-29,76.315,233.29,129.68,115.61,4.06
2020-07-28,73.575,230.12,130.74,116.18,3.94
2020-07-27,75.368,233.5,130.19,116.31,4.01
2020-07-24,74.698,230.71,130.22,117.61,4.03
2020-07-23,74.284,232.6,130.62,118.12,4.11
2020-07-22,76.137,239.87,131.64,119.03,4.11
2020-07-21,74.363,241.75,131.31,118.62,4.01
2020-07-20,73.889,245.42,130.45,117.79,3.85
2020-07-17,73.102,242.03,130.72,118.65,3.96
2020-07-16,73.329,240.93,131.18,119.43,4.17
2020-07-15,74.531,240.28,130.98,120.9,4.19
2020-07-14,71.692,239.73,130.99,118.66,4.08
2020-07-13,71.613,239.0,128.52,116.22,4.26
2020-07-10,73.229,245.07,129.67,119.34,4.34
2020-07-09,72.52,244.5,126.77,116.81,4.21
2020-07-08,73.082,243.58,123.48,116.66,4.26
2020-07-07,73.189,240.86,125.97,113.63,4.09
2020-07-06,74.363,240.28,117.97,114.43,4.24
2020-07-02,72.727,233.42,118.29,112.18,4.29
2020-07-01,72.972,237.55,118.77,113.01,4.44
2020-06-30,72.539,227.07,118.86,111.51,4.34
2020-06-29,72.431,220.64,118.14,111.52,4.38
2020-06-26,70.549,216.08,117.41,109.1,4.35
2020-06-25,72.795,235.68,118.79,111.36,4.46
2020-06-24,72.589,234.02,119.37,112.07,4.41
2020-06-23,74.413,242.24,120.13,116.59,4.83
2020-06-22,74.324,239.22,120.74,115.92,4.87
2020-06-19,74.324,238.79,118.93,114.35,4.88
2020-06-18,75.221,235.94,117.08,118.37,4.95
2020-06-17,75.999,235.53,118.11,117.65,4.76
2020-06-16,76.729,235.65,118.73,118.44,4.64
2020-06-15,75.862,232.5,117.17,117.08,4.69
2020-06-12,75.289,228.58,116.83,115.49,4.72
2020-06-11,71.533,224.43,119.16,112.64,4.37
2020-06-10,77.882,236.73,120.22,122.18,5.07
2020-06-09,81.194,238.67,120.41,123.89,4.96
2020-06-08,82.367,231.4,120.3,127.28,5.01
2020-06-05,80.968,230.77,120.62,124.82,4.14
2020-06-04,77.616,226.29,121.17,123.69,4.47
2020-06-03,78.444,230.16,122.51,122.18,4.44
2020-06-02,76.67,232.72,122.98,118.75,4.18
2020-06-01,77.201,231.91,123.0,118.77,4.13
2020-05-29,76.877,225.09,123.1,117.3,4.06
2020-05-28,77.418,225.46,122.73,116.75,4.33
2020-05-27,77.478,229.14,121.54,121.53,4.69
2020-05-26,76.65,232.2,122.9,120.95,4.42
2020-05-22,76.512,234.91,123.37,118.02,4.18
2020-05-21,76.936,231.39,124.03,117.83,4.44
2020-05-20,76.65,229.97,124.48,119.92,4.43
2020-05-19,74.778,216.88,123.99,114.37,4.44
2020-05-18,75.142,213.19,126.68,116.85,4.58
2020-05-15,73.102,210.88,124.96,109.05,4.22
2020-05-14,73.132,206.81,122.46,105.91,4.13
2020-05-13,72.569,205.1,122.75,102.92,4.21
2020-05-12,73.289,210.1,122.82,104.56,4.54
2020-05-11,74.788,213.18,122.71,107.77,4.76
2020-05-08,76.759,212.35,121.99,109.16,4.98
2020-05-07,74.915,211.26,120.95,105.57,4.87
2020-05-06,71.514,208.47,121.81,100.88,4.93
2020-05-05,71.456,207.07,123.22,101.06,5.39
2020-05-04,70.465,205.26,122.21,103.18,5.48
2020-05-01,72.327,202.27,121.44,105.5,6.05
2020-04-30,75.21,204.71,120.08,108.15,5.73
2020-04-29,75.336,194.19,122.11,112.25,6.04
2020-04-28,77.132,182.91,126.46,106.21,5.64
2020-04-27,76.2,187.5,126.76,106.06,5.82
2020-04-24,74.082,190.07,127.87,101.19,4.77
2020-04-23,73.661,185.13,126.99,101.0,4.7
2020-04-22,75.915,182.28,129.99,100.99,4.89
2020-04-21,71.279,170.8,127.64,100.54,4.78
2020-04-20,73.828,178.24,128.28,102.26,5.61
2020-04-17,75.572,179.24,130.52,106.63,4.88
2020-04-16,72.054,176.25,130.73,102.02,5.03
2020-04-15,71.112,176.97,127.21,103.37,5.27
2020-04-14,72.211,178.17,127.44,106.03,5.95
2020-04-13,70.339,174.79,123.79,103.5,4.74
2020-04-09,72.417,175.19,120.33,104.5,3.89
2020-04-08,70.152,174.28,120.37,101.07,3.41
2020-04-07,67.348,168.83,120.52,101.24,3.27
2020-04-06,66.446,165.55,124.55,99.58,3.09
2020-04-03,61.801,154.18,118.04,93.88,2.8
2020-04-02,63.712,158.19,117.22,96.97,2.85
2020-04-01,61.379,159.6,112.76,94.92,3.25
2020-03-31,64.438,166.8,112.25,96.6,3.5
2020-03-30,66.516,165.95,113.8,99.8,3.65
2020-03-27,65.025,156.79,108.25,96.4,4.22
2020-03-26,68.515,163.34,108.49,105.36,4.41
2020-03-25,64.506,156.21,108.07,100.73,4.17
2020-03-24,63.594,160.98,113.64,98.12,4.16
2020-03-23,55.43,148.1,112.9,85.76,3.81
2020-03-20,56.881,149.73,112.6,85.98,3.76
2020-03-19,60.194,153.13,118.01,94.93,4.19
2020-03-18,55.214,146.96,120.57,88.8,3.77
2020-03-17,57.812,149.42,117.3,93.53,4.23
2020-03-16,57.43,146.01,105.01,95.01,4.37
2020-03-13,68.534,170.28,112.23,102.52,4.59
2020-03-12,60.87,154.47,102.35,91.81,3.98
2020-03-11,66.947,170.24,112.56,105.51,4.14
2020-03-10,73.386,178.19,117.82,111.46,4.23
2020-03-09,69.426,169.5,115.23,104.35,3.7
2020-03-06,73.848,181.09,115.3,115.27,3.92
2020-03-05,74.68,185.17,114.01,113.98,3.96
2020-03-04,78.091,191.76,114.86,119.18,3.77
2020-03-03,77.042,185.89,111.05,116.45,3.63
2020-03-02,80.748,196.44,113.97,119.98,3.83
2020-02-28,76.876,192.47,105.91,117.65,3.6
2020-02-27,76.739,189.75,108.58,118.04,3.47
2020-02-26,79.072,197.2,111.91,123.36,3.39
2020-02-25,80.561,196.77,112.52,128.19,3.56
2020-02-24,82.845,200.72,114.41,133.01,3.7
2020-02-21,85.628,210.18,116.63,138.97,4.04
2020-02-20,86.844,214.58,115.76,140.37,4.14
2020-02-19,88.354,217.49,115.75,141.3,4.15
2020-02-18,87.463,217.8,117.66,139.14,4.06
2020-02-14,87.511,214.18,115.96,139.54,4.02
2020-02-13,88.144,213.14,115.51,140.9,4.11
2020-02-12,86.814,210.76,113.94,141.85,4.19
2020-02-11,85.776,207.19,113.51,141.01,4.02
2020-02-10,85.796,213.06,113.36,142.59,3.94
2020-02-07,84.707,212.33,114.54,141.02,3.81
2020-02-06,84.443,210.85,114.4,142.7,4.14
2020-02-05,85.826,210.11,114.9,141.37,4.18
2020-02-04,86.228,209.83,113.38,144.73,4.07
2020-02-03,83.915,204.19,112.4,141.32,3.95
2020-01-31,82.764,201.91,112.62,138.31,3.84
2020-01-30,83.748,209.53,114.67,137.81,3.93
2020-01-29,84.608,223.23,113.98,136.06,4.13
2020-01-28,86.442,217.79,114.69,138.37,4.21
2020-01-27,86.568,214.87,113.95,135.9,4.28
2020-01-24,89.788,217.94,112.5,140.08,4.32
2020-01-23,91.467,219.76,113.91,142.2,4.62
2020-01-22,90.275,221.32,114.19,144.01,4.56
2020-01-21,90.275,221.44,113.69,143.56,4.59
2020-01-17,91.339,222.14,113.07,144.33,4.75
2020-01-16,90.324,221.77,113.99,145.12,4.62
2020-01-15,89.31,221.15,113.39,144.32,4.61
2020-01-14,88.774,219.06,114.27,145.2,4.71
2020-01-13,88.861,221.91,113.97,143.88,5.43
2020-01-10,87.964,218.06,114.47,144.62,5.43
2020-01-09,88.325,218.3,115.43,144.83,5.55
2020-01-08,86.715,215.22,114.25,145.4,5.72
2020-01-07,85.72,213.06,114.65,145.7,5.52
2020-01-06,85.983,212.6,115.72,145.65,5.85
2020-01-03,86.666,208.67,115.96,146.5,5.88
2020-01-02,87.174,209.78,116.99,148.2,6.31
2019-12-31,85.778,205.25,116.89,144.63,6.08
2019-12-30,85.31,204.41,117.44,143.77,6.13
2019-12-27,85.983,208.1,117.62,145.75,5.9
2019-12-26,85.928,207.79,117.55,145.7,5.4
2019-12-24,86.363,205.12,117.54,145.29,5.44
2019-12-23,86.081,206.18,117.08,144.68,5.61
2019-12-20,86.305,206.3,118.32,146.88,5.99
2019-12-19,86.363,206.06,118.11,146.15,6.06
2019-12-18,85.847,202.5,117.89,146.26,6.16
2019-12-17,85.983,198.39,119.29,147.73,6.06
2019-12-16,86.617,197.92,118.56,148.46,5.5
2019-12-13,86.51,194.11,118.32,146.38,5.45
2019-12-12,86.062,196.75,117.79,146.88,5.58
2019-12-11,84.48,202.26,117.05,146.71,5.53
2019-12-10,83.944,200.87,117.19,145.23,6.51
2019-12-09,84.178,201.34,117.4,145.34,6.33
2019-12-06,84.217,201.05,117.81,146.78,6.68
2019-12-05,82.393,199.36,116.71,146.56,6.4
2019-12-04,83.319,198.71,116.22,147.4,6.43
2019-12-03,82.755,198.82,116.2,147.7,6.12
2019-12-02,82.51,199.7,116.8,149.72,6.17
2019-11-29,83.349,201.64,116.61,150.68,6.34
2019-11-27,83.681,202.0,116.28,150.58,6.35
2019-11-26,82.5,198.97,116.71,150.74,6.1
2019-11-25,81.71,199.79,116.44,148.8,6.03
2019-11-22,80.997,198.82,116.88,147.41,5.66
2019-11-21,80.295,197.93,117.36,146.03,5.5
2019-11-20,81.563,197.51,116.65,146.05,5.46
2019-11-19,81.622,199.32,117.39,147.5,5.5
2019-11-18,81.973,197.4,117.74,146.77,5.62
2019-11-15,82.158,195.1,116.39,143.81,5.88
2019-11-14,82.325,193.15,118.14,146.27,5.98
2019-11-13,81.894,193.19,118.46,147.83,5.94
2019-11-12,81.29,194.47,116.64,137.75,5.92
2019-11-11,80.022,189.61,116.56,135.93,6.02
2019-11-08,79.381,190.84,116.96,137.14,6.09
2019-11-07,79.555,190.42,117.72,132.17,6.22
2019-11-06,80.565,191.55,117.02,130.49,6.09
2019-11-05,79.499,194.32,116.38,130.67,5.91
2019-11-04,79.964,194.72,115.12,132.13,5.85
2019-11-01,80.779,193.62,115.16,131.96,5.84
2019-10-31,82.089,191.65,114.83,129.15,5.44
2019-10-30,81.729,188.25,115.64,128.83,5.73
2019-10-29,81.673,189.31,114.72,128.71,5.81
2019-10-28,81.158,189.4,116.74,129.75,6.19
2019-10-25,80.944,187.89,116.56,130.12,6.35
2019-10-24,80.75,186.38,116.62,129.48,6.42
2019-10-23,80.323,186.15,116.87,130.35,6.43
2019-10-22,81.021,182.34,117.1,131.61,6.39
2019-10-21,82.856,189.76,117.25,129.48,5.93
2019-10-18,83.516,185.85,116.66,130.11,5.94
2019-10-17,83.769,190.39,117.34,131.58,6.03
2019-10-16,84.177,189.55,116.94,130.08,5.88
2019-10-15,83.925,188.89,117.05,128.99,5.61
2019-10-14,84.089,183.28,116.69,128.93,5.58
2019-10-11,83.836,184.19,117.73,129.25,5.37
2019-10-10,83.449,180.03,117.13,128.57,5.05
2019-10-09,83.342,179.85,116.45,128.56,4.99
2019-10-08,82.43,177.75,115.12,127.7,5.23
2019-10-07,83.342,179.68,114.8,130.12,5.49
2019-10-04,83.41,180.45,115.7,129.49,5.55
2019-10-03,82.197,179.38,113.89,127.39,5.42
2019-10-02,81.858,174.6,113.7,128.37,5.32
2019-10-01,83.983,175.81,115.39,128.78,5.58
2019-09-30,85.838,178.08,116.21,129.54,5.52
2019-09-27,85.788,177.1,115.99,129.19,5.34
2019-09-26,87.176,180.11,115.84,130.49,5.28
2019-09-25,87.712,182.8,116.01,132.3,5.2
2019-09-24,87.294,181.28,115.94,131.18,5.01
2019-09-23,88.158,186.82,115.16,131.67,5.02
2019-09-20,87.439,189.93,114.55,131.48,4.7
2019-09-19,88.885,190.14,114.68,132.51,4.44
2019-09-18,88.303,188.14,114.73,135.99,4.6
2019-09-17,88.099,188.08,114.08,135.5,4.33
2019-09-16,86.807,186.22,113.16,134.99,4.35
2019-09-13,87.836,187.19,114.99,137.2,4.41
2019-09-12,89.371,187.47,114.49,136.68,4.58
2019-09-11,88.322,188.49,113.6,135.38,4.59
2019-09-10,87.712,186.17,113.63,134.98,5.09
2019-09-09,91.409,188.76,113.91,138.0,4.76
2019-09-06,92.943,187.49,112.35,138.72,4.31
2019-09-05,92.769,190.9,113.03,138.01,4.23
2019-09-04,93.302,187.14,113.5,137.07,3.98
2019-09-03,93.942,182.39,112.26,135.5,3.81
2019-08-30,93.739,185.67,111.88,136.44,3.97
2019-08-29,94.845,185.57,111.7,137.02,4.23
2019-08-28,94.235,181.76,110.38,135.74,3.88
2019-08-27,93.282,181.3,110.09,133.69,3.7
2019-08-26,93.681,180.36,109.66,133.81,3.82
2019-08-23,91.934,177.75,108.52,130.89,3.65
2019-08-22,93.671,182.04,109.58,135.27,3.87
2019-08-21,93.506,183.55,109.69,134.95,3.54
2019-08-20,92.836,183.81,109.72,134.33,3.42
2019-08-19,93.837,186.17,111.44,134.48,3.38
2019-08-16,93.7,183.7,110.64,134.39,3.32
2019-08-15,92.739,182.59,110.35,132.62,3.21
2019-08-14,92.148,179.71,103.99,132.06,3.32
2019-08-13,93.807,188.45,105.18,136.19,3.47
2019-08-12,92.138,185.37,103.02,134.99,3.505
2019-08-09,93.486,187.85,105.05,137.7,3.59
2019-08-08,93.457,190.16,106.26,137.07,3.89
2019-08-07,92.437,185.15,105.42,134.06,3.81
2019-08-06,92.205,184.51,104.52,141.03,3.81
2019-08-05,90.619,181.73,103.1,137.48,3.71
2019-08-02,92.37,189.02,106.59,140.87,3.78
2019-08-01,92.243,192.73,106.57,141.01,3.84
2019-07-31,91.576,194.23,107.56,142.16,4.02
2019-07-30,93.472,197.04,109.19,144.07,4.03
2019-07-29,94.797,195.94,109.4,145.52,4.12
2019-07-26,95.851,199.75,110.14,143.79,4.01
2019-07-25,87.988,200.71,109.35,142.36,3.98
2019-07-24,87.67,204.66,109.13,140.45,4.08
2019-07-23,87.147,202.36,109.22,140.42,4.09
2019-07-22,87.931,202.32,109.94,140.0,4.14
2019-07-19,87.331,198.36,110.97,139.02,4.32
2019-07-18,88.491,200.78,111.78,140.79,4.2
2019-07-17,87.283,201.8,111.66,141.72,4.38
2019-07-16,87.119,203.84,111.82,143.44,4.63
2019-07-15,87.195,203.91,112.04,144.2,4.75
2019-07-12,86.817,204.87,111.66,144.02,4.91
2019-07-11,86.141,201.23,110.99,142.71,4.84
2019-07-10,85.474,202.73,110.1,142.69,5.18
2019-07-09,84.362,199.21,110.0,140.77,5.31
2019-07-08,84.566,195.76,109.84,140.18,5.45
2019-07-05,84.904,196.4,109.11,141.6,5.52
2019-07-03,84.904,197.2,109.44,141.25,5.31
2019-07-02,82.698,195.0,108.73,140.81,5.38
2019-07-01,81.77,193.0,107.8,139.94,5.36
2019-06-28,81.074,193.0,107.67,137.95,5.47
2019-06-27,80.812,189.5,107.28,137.62,5.54
2019-06-26,80.639,187.66,107.34,138.71,5.47
2019-06-25,81.481,188.84,107.89,138.25,5.45
2019-06-24,80.9,192.6,108.39,137.54,5.37
2019-06-21,81.064,191.14,108.28,138.54,5.42
2019-06-20,81.904,189.53,107.5,140.31,5.53
2019-06-19,81.055,187.48,106.81,139.22,5.63
2019-06-18,80.194,188.47,106.84,137.56,5.73
2019-06-17,80.291,189.01,106.36,139.27,5.7
