Date,SBUX,FB,WMT,DIS,GME
2017-10-17,50.75,176.11,80.544,94.892,16.842
2017-10-16,51.121,174.52,80.317,94.671,16.629
2017-10-13,51.875,173.74,81.143,93.947,16.885
2017-10-12,52.109,172.55,80.654,93.512,16.705
2017-10-11,51.804,172.74,80.309,95.076,16.784
2017-10-10,51.599,171.59,78.811,96.068,17.331
2017-10-09,51.225,172.5,75.438,96.059,17.263
2017-10-06,51.366,172.23,74.006,96.542,17.151
2017-10-05,50.834,171.24,74.388,96.58,17.58
2017-10-04,50.209,168.42,74.089,97.008,17.348
2017-10-03,50.265,169.96,74.212,97.241,17.315
2017-10-02,50.098,169.47,73.489,96.34,17.537
2017-09-29,50.007,170.87,73.199,95.094,17.699
2017-09-28,50.743,168.73,73.958,94.593,17.811
2017-09-27,51.197,167.68,74.277,95.741,17.862
2017-09-26,51.327,164.21,74.37,95.153,17.69
2017-09-25,51.16,162.87,74.144,96.059,17.511
2017-09-22,51.289,170.54,74.501,95.123,17.142
2017-09-21,51.215,171.11,74.951,95.404,17.04
2017-09-20,51.347,172.17,75.409,95.713,17.22
2017-09-19,50.851,172.52,74.989,94.959,17.297
2017-09-18,50.92,170.01,74.941,94.641,17.279
2017-09-15,50.9,171.64,75.297,95.048,17.382
2017-09-14,50.764,170.96,74.642,94.449,17.202
2017-09-13,50.549,173.05,74.811,95.335,17.151
2017-09-12,49.848,172.95,74.575,94.44,16.731
2017-09-11,50.294,173.51,74.079,93.667,16.448
2017-09-08,49.801,170.95,73.892,93.648,16.405
2017-09-07,49.782,173.21,75.054,93.638,16.148
2017-09-06,50.565,172.09,75.016,97.924,16.243
2017-09-05,51.327,170.72,74.755,98.022,15.907
2017-09-01,51.141,172.02,73.414,97.924,15.681
2017-08-31,51.078,171.97,73.133,97.63,15.538
2017-08-30,50.76,169.92,73.573,99.245,15.781
2017-08-29,50.369,168.05,73.789,98.947,15.748
2017-08-28,50.647,167.24,73.096,98.937,16.084
2017-08-25,50.61,166.32,73.657,98.793,16.294
2017-08-24,50.219,167.74,73.386,97.944,18.292
2017-08-23,50.351,168.71,74.904,97.924,18.041
2017-08-22,50.694,169.63,74.96,99.146,18.174
2017-08-21,49.484,167.78,74.67,97.601,17.62
2017-08-18,49.066,167.41,74.294,97.153,17.822
2017-08-17,49.38,166.91,74.662,97.807,17.721
2017-08-16,49.829,170.0,75.86,98.595,17.965
2017-08-15,49.484,171.0,75.664,97.934,17.579
2017-08-14,49.548,170.75,75.596,97.827,18.351
2017-08-11,49.512,168.08,75.316,98.397,18.275
2017-08-10,49.41,167.4,75.559,97.777,18.031
2017-08-09,50.033,171.18,76.451,99.206,18.544
2017-08-08,50.76,171.23,75.953,103.21,18.427
2017-08-07,51.56,171.96,75.666,102.6,18.619
2017-08-04,51.384,169.62,74.919,103.89,18.417
2017-08-03,51.609,168.59,75.284,105.27,18.192
2017-08-02,51.375,169.3,74.967,104.84,17.957
2017-08-01,50.728,169.86,74.938,106.71,17.938
2017-07-31,50.031,169.25,74.464,106.05,18.217
2017-07-28,50.05,172.46,74.295,106.08,18.057
2017-07-27,55.147,170.44,74.269,106.12,18.226
2017-07-26,53.701,165.61,73.45,103.17,17.671
2017-07-25,54.267,165.28,73.096,102.66,17.855
2017-07-24,53.775,166.0,71.578,103.23,17.469
2017-07-21,53.738,164.43,70.89,103.32,17.452
2017-07-20,53.784,164.53,70.766,103.57,17.721
2017-07-19,53.859,164.14,70.629,103.05,17.932
2017-07-18,53.953,162.86,70.935,102.02,17.713
2017-07-17,54.063,159.73,71.095,101.09,17.873
2017-07-14,54.462,159.97,71.067,101.38,17.653
2017-07-13,54.112,159.26,69.865,100.61,17.771
2017-07-12,54.257,158.9,68.832,100.7,17.629
2017-07-11,53.664,155.27,68.395,100.18,17.604
2017-07-10,53.581,153.5,68.17,99.94,17.545
2017-07-07,53.794,151.44,70.127,99.68,17.562
2017-07-06,53.387,148.82,70.256,99.71,17.738
2017-07-05,53.701,150.34,70.118,101.15,18.064
2017-07-03,53.986,148.43,70.154,102.91,18.141
2017-06-30,54.043,150.98,70.451,101.76,18.15
2017-06-29,54.093,151.04,70.685,101.23,18.15
2017-06-28,54.851,153.24,71.225,102.33,18.064
2017-06-27,54.648,150.58,70.756,100.95,17.957
2017-06-26,55.276,153.59,70.284,101.09,17.747
2017-06-23,55.433,155.07,69.67,99.94,17.344
2017-06-22,55.157,153.4,70.303,99.8,17.25
2017-06-21,55.573,153.91,70.971,100.36,17.184
2017-06-20,55.48,152.25,70.32,99.53,17.334
2017-06-19,56.446,152.87,70.284,100.91,17.469
2017-06-16,55.741,150.64,70.042,101.03,17.292
2017-06-15,55.695,149.8,73.459,101.49,17.822
2017-06-14,55.86,150.25,74.379,101.65,18.166
2017-06-13,56.464,150.68,74.026,102.04,18.461
2017-06-12,56.807,148.44,73.766,102.51,18.232
2017-06-09,57.643,149.6,73.934,101.14,18.487
2017-06-08,57.685,154.71,73.477,99.9,17.948
2017-06-07,58.855,153.12,73.682,101.43,18.51
2017-06-06,59.466,152.81,73.477,101.02,18.394
2017-06-05,59.568,153.63,74.714,102.0,18.879
2017-06-02,59.846,153.61,74.118,102.64,18.721
2017-06-01,59.086,151.53,74.295,103.62,18.812
2017-05-31,58.955,151.46,73.171,103.36,18.284
2017-05-30,58.631,152.38,72.749,103.75,18.637
2017-05-26,58.67,152.14,72.73,103.81,18.349
2017-05-25,58.298,151.96,72.9,102.72,19.506
2017-05-24,57.361,150.04,72.749,103.14,18.753
2017-05-23,56.678,148.07,73.067,102.49,18.711
2017-05-22,56.75,148.24,73.123,103.07,19.86
2017-05-19,56.872,148.06,73.329,102.97,20.0
2017-05-18,55.443,147.66,72.182,102.15,19.637
2017-05-17,55.361,144.85,69.929,101.81,19.686
2017-05-16,55.592,149.78,69.921,103.4,20.207
2017-05-15,56.027,150.19,71.02,104.5,20.116
2017-05-12,55.548,150.33,70.48,105.05,19.844
2017-05-11,55.86,150.04,70.873,104.94,20.108
2017-05-10,56.222,150.29,71.4,105.02,20.604
2017-05-09,56.518,150.48,70.944,107.32,20.223
2017-05-08,56.252,151.06,70.391,106.71,20.133
2017-05-05,56.259,150.24,70.738,107.24,19.82
2017-05-04,56.149,150.85,70.593,106.46,19.465
2017-05-03,55.926,151.8,70.057,106.89,19.794
2017-05-02,55.843,152.78,69.834,109.52,19.355
2017-05-01,55.551,152.46,69.568,109.87,18.812
2017-04-28,55.437,150.25,69.521,110.7,18.737
2017-04-27,56.583,147.7,69.763,110.93,19.076
2017-04-26,56.82,146.56,69.753,110.68,19.529
2017-04-25,56.269,146.49,69.401,110.3,19.323
2017-04-24,56.408,145.47,69.151,108.89,19.175
2017-04-21,55.946,143.68,69.3,109.58,19.148
2017-04-20,55.455,143.8,69.17,109.93,19.148
2017-04-19,54.499,142.27,68.495,108.91,18.812
2017-04-18,53.86,140.96,68.327,109.35,18.861
2017-04-17,53.611,141.42,67.959,108.96,18.903
2017-04-13,53.086,139.39,67.643,108.39,18.482
2017-04-12,53.148,139.58,67.914,108.25,18.226
2017-04-11,53.427,139.92,67.904,108.28,18.258
2017-04-10,53.489,141.04,67.56,107.66,18.067
2017-04-07,53.555,140.78,67.412,107.81,17.888
2017-04-06,53.462,141.17,66.051,108.26,18.035
2017-04-05,53.739,141.85,66.257,108.21,17.969
2017-04-04,53.832,141.73,66.589,108.25,18.152
2017-04-03,53.944,142.28,66.424,108.39,18.167
2017-03-31,53.897,142.05,66.655,108.58,18.621
2017-03-30,53.683,142.41,66.201,108.37,18.548
2017-03-29,53.11,142.65,65.416,107.76,18.126
2017-03-28,52.935,141.76,65.026,108.26,17.935
2017-03-27,52.827,140.32,64.414,107.63,17.218
2017-03-24,52.438,140.34,64.371,107.39,17.094
2017-03-23,51.553,139.53,64.6,107.49,19.786
2017-03-22,51.591,139.59,64.961,107.33,19.893
2017-03-21,51.266,138.51,64.637,107.0,19.827
2017-03-20,51.514,139.94,64.712,107.93,19.72
2017-03-17,51.486,139.84,64.628,107.01,20.348
2017-03-16,50.581,139.99,65.137,106.98,20.033
2017-03-15,50.344,139.72,65.269,107.12,20.371
2017-03-14,50.092,139.32,65.396,107.56,20.282
2017-03-13,50.425,139.6,64.685,106.79,19.976
2017-03-10,50.334,138.79,64.824,106.22,20.794
2017-03-09,50.943,138.24,64.6,106.33,20.329
2017-03-08,51.45,137.72,64.548,106.14,20.329
2017-03-07,51.872,137.3,64.139,106.16,20.063
2017-03-06,52.317,137.42,64.148,105.98,20.258
2017-03-03,52.706,137.17,64.286,106.53,20.559
2017-03-02,52.715,136.76,64.956,105.9,20.315
2017-03-01,52.742,137.42,64.671,106.34,19.909
2017-02-28,52.492,135.54,65.112,105.43,19.877
2017-02-27,52.41,136.41,65.855,105.56,21.567
2017-02-24,53.057,135.44,66.452,105.65,21.372
2017-02-23,53.204,135.36,65.459,105.08,20.787
2017-02-22,53.139,136.12,65.828,105.46,21.355
2017-02-21,53.11,133.72,65.589,105.35,21.322
2017-02-17,52.935,133.53,63.68,105.4,20.794
2017-02-16,52.365,133.84,63.22,106.01,20.672
2017-02-15,52.483,133.44,63.056,105.51,20.966
2017-02-14,52.225,133.85,63.028,105.66,20.933
2017-02-13,51.793,134.05,62.21,105.01,20.631
2017-02-10,51.891,134.19,62.441,104.62,20.868
2017-02-09,51.514,134.14,63.413,104.85,20.648
2017-02-08,50.971,134.15,62.248,104.38,20.16
2017-02-07,50.989,131.84,61.404,104.38,20.03
2017-02-06,51.21,132.06,60.954,104.93,20.071
2017-02-03,50.593,130.98,61.045,105.63,20.12
2017-02-02,49.501,130.84,61.228,105.92,19.826
2017-02-01,49.527,133.23,60.798,106.59,19.762
2017-01-31,50.743,130.34,61.266,105.96,19.917
2017-01-30,51.368,130.98,60.973,106.24,19.663
2017-01-27,51.569,132.18,60.275,104.66,19.769
2017-01-26,53.719,132.78,61.256,103.48,19.696
2017-01-25,53.941,131.48,61.404,103.46,19.656
2017-01-24,53.7,129.37,61.874,103.33,19.412
2017-01-23,53.077,128.93,61.183,102.58,19.461
2017-01-20,52.984,127.04,61.672,103.1,19.176
2017-01-19,53.195,127.55,62.074,102.73,18.957
2017-01-18,53.709,127.92,62.524,103.57,19.104
2017-01-17,53.295,127.87,62.808,103.39,18.981
2017-01-13,53.157,128.33,61.624,103.48,18.487
2017-01-12,53.322,126.62,62.395,102.98,20.104
2017-01-11,53.389,126.09,62.909,104.8,20.014
2017-01-10,53.185,124.35,62.632,103.79,20.037
2017-01-09,53.478,124.9,63.073,103.77,19.917
2017-01-06,52.496,123.41,62.659,104.36,19.94
2017-01-05,51.879,120.67,63.531,102.83,20.329
2017-01-04,51.449,118.69,63.393,102.89,21.079
2017-01-03,50.859,116.86,63.028,101.59,20.631
2016-12-30,51.017,115.05,63.452,99.8,20.542
2016-12-29,51.753,116.35,63.578,100.13,20.608
2016-12-28,51.783,116.92,63.626,99.88,20.551
2016-12-27,52.249,118.01,63.98,100.71,21.103
2016-12-23,52.385,117.27,63.836,100.69,20.665
2016-12-22,52.478,117.4,63.881,100.95,20.38
2016-12-21,52.78,119.04,65.396,101.08,21.461
2016-12-20,53.02,119.09,65.93,100.98,21.241
2016-12-19,52.974,119.24,65.71,100.84,21.061
2016-12-16,52.984,119.87,65.156,99.5,20.672
2016-12-15,53.03,120.57,65.25,99.97,20.608
2016-12-14,53.983,120.21,65.488,99.64,20.559
2016-12-13,54.503,120.31,65.91,99.444,21.461
2016-12-12,54.001,117.77,65.791,99.65,21.485
2016-12-09,53.983,119.68,64.333,100.42,21.16
2016-12-08,53.894,118.9,64.572,98.997,21.119
2016-12-07,53.992,117.95,64.809,96.919,21.095
2016-12-06,52.78,117.31,64.13,95.657,20.242
2016-12-05,52.838,117.43,63.746,94.992,19.94
2016-12-02,52.569,115.4,64.602,93.604,19.736
2016-12-01,53.766,115.07,64.412,94.022,20.037
2016-11-30,53.269,118.42,64.194,94.194,20.079
2016-11-29,53.452,120.87,65.051,94.717,19.917
2016-11-28,52.918,120.41,64.886,94.052,20.152
2016-11-25,52.77,120.38,64.924,93.908,20.689
2016-11-23,52.918,120.84,64.561,93.377,20.882
2016-11-22,52.487,121.47,63.913,92.855,19.318
2016-11-21,51.551,121.77,63.226,92.778,18.798
2016-11-18,51.247,117.02,62.47,93.358,18.798
2016-11-17,51.321,117.79,63.063,94.432,18.798
2016-11-16,50.944,116.34,65.07,94.194,18.478
2016-11-15,50.161,117.2,65.095,92.845,18.15
2016-11-14,49.594,115.08,64.247,93.052,18.421
2016-11-11,49.325,119.02,64.924,92.825,17.886
2016-11-10,48.998,120.8,65.07,90.24,17.522
2016-11-09,49.921,123.18,64.804,89.936,17.251
2016-11-08,49.958,124.22,63.611,89.689,16.754
2016-11-07,49.84,122.15,63.602,89.736,17.02
2016-11-04,48.249,120.75,63.037,87.856,16.611
2016-11-03,47.352,120.0,63.467,88.728,16.691
2016-11-02,48.461,127.17,63.302,87.343,16.772
2016-11-01,48.023,129.5,63.163,87.798,18.877
2016-10-31,48.54,130.99,63.819,88.082,19.27
2016-10-28,48.961,131.29,63.793,89.185,19.148
2016-10-27,49.017,129.69,63.646,89.346,19.222
2016-10-26,49.054,131.04,63.428,88.844,19.848
2016-10-25,49.092,132.29,63.218,88.14,19.831
2016-10-24,49.556,133.28,63.063,88.728,20.143
2016-10-21,49.054,132.07,62.287,88.406,20.039
2016-10-20,49.017,130.0,62.643,87.456,20.121
2016-10-19,48.614,130.11,62.791,87.361,20.031
2016-10-18,48.119,128.55,62.775,86.639,19.887
2016-10-17,48.258,127.54,62.178,86.314,19.792
2016-10-14,48.55,127.88,62.39,86.762,20.336
2016-10-13,48.432,127.82,62.187,86.591,20.409
2016-10-12,48.624,129.05,61.488,86.867,20.929
2016-10-11,48.404,128.86,61.422,87.294,20.874
2016-10-10,48.751,130.24,61.96,87.892,21.499
2016-10-07,48.898,128.99,62.618,87.892,21.377
2016-10-06,48.604,128.74,63.218,88.215,21.377
2016-10-05,48.795,128.47,65.321,87.856,21.795
2016-10-04,48.961,128.19,65.396,87.989,21.739
2016-10-03,49.247,128.77,65.632,87.892,22.259
2016-09-30,49.519,128.27,65.735,88.244,22.108
2016-09-29,48.89,128.09,64.465,87.237,21.748
2016-09-28,49.373,129.22,65.436,87.617,22.027
2016-09-27,49.564,128.71,65.926,87.162,21.979
2016-09-26,49.43,127.32,65.28,87.389,22.148
2016-09-23,49.786,127.96,65.944,88.635,22.59
2016-09-22,49.766,130.08,65.869,88.768,22.651
2016-09-21,49.373,129.93,65.797,87.798,22.539
2016-09-20,48.751,128.64,65.596,88.33,22.21
2016-09-19,48.496,128.65,65.708,88.027,22.356
2016-09-16,49.154,129.07,66.418,87.959,21.706
2016-09-15,49.483,128.34,65.989,87.902,21.834
2016-09-14,49.308,127.79,65.187,87.675,21.657
2016-09-13,49.373,127.22,65.131,88.092,21.626
2016-09-12,50.061,128.69,65.57,88.986,21.666
2016-09-09,49.72,127.1,64.076,87.827,21.779
2016-09-08,50.579,130.26,65.469,89.413,22.259
2016-09-07,51.514,131.05,65.679,89.051,22.539
2016-09-06,51.239,129.73,66.536,89.139,22.435
2016-09-02,51.386,126.51,66.08,89.727,22.452
2016-09-01,51.504,126.17,66.388,89.575,22.165
2016-08-31,51.431,126.12,65.114,89.765,22.452
2016-08-30,51.589,125.84,64.995,90.145,22.53
2016-08-29,51.953,126.54,65.079,90.154,22.91
2016-08-26,52.401,124.96,64.84,90.478,22.729
2016-08-25,52.401,123.89,64.914,90.8,25.434
2016-08-24,52.218,123.5,65.835,91.057,25.075
2016-08-23,51.589,124.37,65.596,91.201,25.376
2016-08-22,51.086,124.15,66.263,91.104,24.879
2016-08-19,50.253,123.56,66.361,91.599,25.084
2016-08-18,50.791,123.91,67.722,91.847,24.65
2016-08-17,51.038,124.37,66.473,92.055,24.372
2016-08-16,50.644,123.3,66.435,92.063,24.65
2016-08-15,50.537,123.9,66.828,92.273,25.094
2016-08-12,50.739,124.88,67.346,92.026,24.794
2016-08-11,50.739,124.9,67.265,92.91,24.601
2016-08-10,50.873,124.88,67.402,92.997,23.843
2016-08-09,50.49,125.06,66.571,91.867,23.433
2016-08-08,50.634,125.26,66.389,90.991,23.559
2016-08-05,51.128,125.15,66.771,91.067,23.756
2016-08-04,50.691,124.36,66.353,90.431,23.455
2016-08-03,51.167,122.51,66.028,91.314,23.441
2016-08-02,51.887,123.06,66.201,90.288,23.124
2016-08-01,52.529,124.31,66.789,90.791,24.002
2016-07-29,52.912,123.94,66.055,91.181,24.476
2016-07-28,53.059,125.0,66.302,91.142,24.65
2016-07-27,52.731,123.34,66.372,91.542,24.768
2016-07-26,53.149,121.22,66.744,91.885,24.712
2016-07-25,52.822,121.63,66.763,92.548,24.421
2016-07-22,52.773,121.0,66.581,92.855,24.364
2016-07-21,52.5,120.61,66.554,93.139,24.524
2016-07-20,52.448,121.92,66.798,93.339,24.61
2016-07-19,51.736,120.61,66.68,94.526,23.874
2016-07-18,51.879,119.37,66.844,95.173,23.874
2016-07-15,52.329,116.86,66.69,94.839,22.135
2016-07-14,52.491,117.29,66.717,95.0,22.634
2016-07-13,51.479,116.78,66.646,94.916,22.816
2016-07-12,52.392,117.93,66.331,95.22,22.729
2016-07-11,51.335,117.87,67.043,95.01,22.499
2016-07-08,51.508,117.24,66.844,94.669,21.646
2016-07-07,51.87,115.85,66.561,93.518,20.823
2016-07-06,51.726,116.7,66.826,92.883,20.933
2016-07-05,51.745,114.2,66.208,92.138,20.798
2016-07-01,51.945,114.19,65.911,92.487,21.4
2016-06-30,52.064,114.28,66.103,92.287,21.019
2016-06-29,51.717,114.16,65.594,91.496,20.886
2016-06-28,49.997,112.7,64.736,90.617,20.601
2016-06-27,48.936,108.97,64.726,89.041,20.166
2016-06-24,49.84,112.08,65.141,90.307,20.039
2016-06-23,51.162,115.08,65.271,93.42,20.823
2016-06-22,50.697,113.91,64.952,93.203,20.562
2016-06-21,50.869,114.38,64.69,93.231,20.435
2016-06-20,50.479,113.37,64.364,93.939,20.879
2016-06-17,50.414,113.02,64.227,93.4,20.679
2016-06-16,50.615,114.39,64.547,92.816,20.506
2016-06-15,50.45,114.6,64.383,92.712,20.665
2016-06-14,50.65,114.93,64.227,92.835,20.348
2016-06-13,50.167,113.95,63.848,92.051,20.585
2016-06-10,50.011,116.62,64.4,91.835,20.98
2016-06-09,50.66,118.56,64.355,92.305,21.565
2016-06-08,50.332,118.39,64.528,92.497,22.326
2016-06-07,50.404,117.76,64.3,92.787,22.506
2016-06-06,50.67,118.79,64.32,93.193,22.515
2016-06-03,49.776,118.47,64.154,93.166,22.348
2016-06-02,49.786,118.93,64.227,93.137,22.552
2016-06-01,49.968,118.78,63.82,92.947,22.597
2016-05-31,50.032,118.84,64.075,93.608,22.715
2016-05-27,50.269,119.38,64.048,94.621,22.481
2016-05-26,50.395,119.47,64.137,94.165,23.403
2016-05-25,50.269,117.89,63.803,94.213,23.207
2016-05-24,50.535,117.69,63.584,93.881,22.403
2016-05-23,49.767,115.97,62.915,93.57,22.224
2016-05-20,49.786,117.35,63.241,94.136,22.232
2016-05-19,49.721,116.81,62.643,92.845,22.287
2016-05-18,49.948,117.65,57.166,93.4,21.881
2016-05-17,50.023,117.35,58.932,94.288,22.216
2016-05-16,50.615,118.66,59.765,94.689,22.652
2016-05-13,50.879,119.81,58.786,94.839,22.426
2016-05-12,51.317,120.28,60.515,95.963,22.715
2016-05-11,51.253,119.53,60.118,96.504,22.794
2016-05-10,52.401,120.5,61.82,100.57,23.825
2016-05-09,51.628,119.24,61.963,99.385,23.566
2016-05-06,51.325,119.48,61.335,99.57,23.488
2016-05-05,51.272,117.81,60.399,98.987,23.504
2016-05-04,51.399,118.06,60.382,97.807,23.996
2016-05-03,51.272,117.43,60.211,97.914,24.431
2016-05-02,52.1,118.57,60.742,98.467,25.26
2016-04-29,51.077,117.58,60.094,97.425,25.603
2016-04-28,51.247,116.73,61.927,98.15,25.682
2016-04-27,51.68,108.94,62.386,99.325,26.056
2016-04-26,52.428,108.76,62.275,98.947,26.01
2016-04-25,52.474,110.1,62.43,98.664,25.603
2016-04-22,52.391,110.56,61.754,97.904,25.603
2016-04-21,55.08,113.44,61.532,97.095,25.221
2016-04-20,55.316,112.42,62.196,97.435,25.676
2016-04-19,55.316,112.29,62.699,96.833,25.331
2016-04-18,55.307,110.45,62.783,95.743,25.143
2016-04-15,54.962,109.64,62.063,93.015,24.814
2016-04-14,54.615,110.84,61.829,93.051,24.707
2016-04-13,54.689,110.51,62.144,93.854,24.565
2016-04-12,54.044,110.61,61.829,91.845,23.488
2016-04-11,55.316,108.99,60.572,90.826,23.325
2016-04-08,55.443,110.63,61.164,90.968,23.019
2016-04-07,55.561,113.64,61.308,90.722,22.731
2016-04-06,55.251,113.71,62.045,91.967,23.488
2016-04-05,54.536,112.22,61.688,91.514,23.645
2016-04-04,54.726,112.55,62.099,93.099,24.144
2016-04-01,55.426,116.06,62.063,93.468,24.465
2016-03-31,54.225,114.1,61.551,93.694,24.768
2016-03-30,54.508,114.7,61.829,93.316,24.794
2016-03-29,54.092,116.14,61.139,92.609,24.596
2016-03-28,53.554,113.69,61.216,92.542,23.488
2016-03-24,53.009,113.05,61.111,91.722,23.628
2016-03-23,53.437,112.54,60.623,91.355,23.707
2016-03-22,53.937,112.25,60.993,92.059,23.559
2016-03-21,53.68,111.85,61.082,92.891,24.082
2016-03-18,54.225,111.45,60.166,93.59,24.065
2016-03-17,54.092,111.02,60.616,93.968,24.479
2016-03-16,54.197,112.18,61.101,92.873,24.909
2016-03-15,53.662,110.67,61.19,92.684,24.027
2016-03-14,53.273,109.89,60.535,93.221,24.713
2016-03-11,52.309,109.41,60.364,92.4,24.004
2016-03-10,52.246,107.32,60.581,91.551,23.763
2016-03-09,51.838,107.51,60.686,92.138,24.424
2016-03-08,52.318,105.93,60.695,92.287,23.512
2016-03-07,52.683,105.73,60.564,93.768,23.996
2016-03-04,53.316,108.39,59.572,92.91,24.378
2016-03-03,53.628,109.58,59.002,93.231,25.244
2016-03-02,54.101,109.95,59.061,91.514,24.149
2016-03-01,54.536,109.82,59.287,92.129,23.879
2016-02-29,52.866,106.93,59.181,90.118,23.785
